,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Kieren Jack,MID,108,3.3,0,20,4,13,3,13,7,0,2016,Preliminary Finals
1,1,Joel Selwood,MID,166,27.7,1,39,2,13,9,17,22,0,2016,Preliminary Finals
2,3,Josh Dunkley,FWD,114,10.1,0,24,3,9,2,13,11,3,2016,Preliminary Finals
3,3,George Hewett,FWD,69,8,0,10,3,9,3,6,4,0,2016,Preliminary Finals
4,3,Sam Naismith,RUC,72,6.8,1,4,2,9,0,3,1,18,2016,Preliminary Finals
5,6,Mark Blicavs,MID,80,8.4,0,13,3,8,2,6,7,17,2016,Preliminary Finals
6,6,Dan Hannebery,MID,107,14.9,0,29,4,8,2,10,19,0,2016,Preliminary Finals
7,6,Josh P. Kennedy,MID,90,7.3,0,25,2,8,5,10,15,0,2016,Preliminary Finals
8,6,Clay Smith,FWD,140,19.7,4,26,5,8,6,16,10,0,2016,Preliminary Finals
9,10,Isaac Heeney,FWD,132,20.3,1,28,6,7,6,20,8,0,2016,Preliminary Finals
10,10,Tom Liberatore,MID,60,17.8,0,15,0,7,5,5,10,0,2016,Preliminary Finals
11,10,Ben McGlynn,FWD,81,11.6,1,15,3,7,1,11,4,0,2016,Preliminary Finals
12,13,Sam Menegola,MID,63,7,0,17,1,6,1,6,11,2,2016,Preliminary Finals
13,13,Tom Mitchell,MID,91,17.2,0,27,1,6,4,8,19,0,2016,Preliminary Finals
14,13,Shane Mumford,RUC,101,13,0,10,3,6,4,4,6,46,2016,Preliminary Finals
15,13,Luke Parker,MID,75,16.1,2,17,2,6,5,7,10,1,2016,Preliminary Finals
16,13,Liam Picken,MID,89,13.8,0,21,4,6,6,12,9,0,2016,Preliminary Finals
17,13,Scott Selwood,MID,67,7.9,0,18,2,6,2,4,14,0,2016,Preliminary Finals
18,13,Jake Stringer,FWD,61,10.4,0,11,2,6,1,7,4,0,2016,Preliminary Finals
19,20,Josh Cowan,MID,50,5.4,0,14,1,5,2,7,7,0,2016,Preliminary Finals
20,20,Patrick Dangerfield,MID,138,24,1,39,5,5,9,19,20,0,2016,Preliminary Finals
21,20,Mitch Duncan,MID,94,10.9,0,20,6,5,1,14,6,0,2016,Preliminary Finals
22,20,Corey Enright,DEF,83,13.5,0,26,2,5,0,10,16,0,2016,Preliminary Finals
23,20,Josh Kelly,MID,95,13,0,29,3,5,1,14,15,0,2016,Preliminary Finals
24,20,Toby McLean,FWD,82,7.8,0,20,5,5,5,8,12,0,2016,Preliminary Finals
25,20,Tom Papley,FWD,68,18.3,3,8,2,5,0,5,3,0,2016,Preliminary Finals
26,20,Joel Patfull,KEYD,29,4.4,0,6,0,5,0,3,3,0,2016,Preliminary Finals
27,20,Tom Scully,MID,96,8.5,0,30,3,5,1,12,18,0,2016,Preliminary Finals
28,20,Dylan Shiel,MID,101,11.7,0,28,3,5,8,12,16,0,2016,Preliminary Finals
29,20,Devon Smith,FWD,67,8.6,1,16,1,5,0,6,10,0,2016,Preliminary Finals
30,20,Lachie Whitfield,MID,91,16.2,0,22,7,5,2,13,9,0,2016,Preliminary Finals
31,32,Marcus Bontempelli,MID,90,10.5,1,23,3,4,2,14,9,5,2016,Preliminary Finals
32,32,Stephen Coniglio,MID,84,7.3,0,27,1,4,8,8,19,1,2016,Preliminary Finals
33,32,Caleb Daniel,FWD,96,10,1,24,4,4,4,14,10,0,2016,Preliminary Finals
34,32,Lachie Henderson,KEYD,42,0.9,0,8,2,4,0,3,5,0,2016,Preliminary Finals
35,32,Jacob Hopper,FWD,41,8.7,0,12,1,4,2,1,11,0,2016,Preliminary Finals
36,32,Zak Jones,DEF,75,12.5,0,22,1,4,3,17,5,0,2016,Preliminary Finals
37,32,Jake Kolodjashnij,DEF,45,7.2,0,10,1,4,0,5,5,0,2016,Preliminary Finals
38,32,Andrew Mackie,DEF,59,7.7,0,15,4,4,0,6,9,0,2016,Preliminary Finals
39,32,Dane Rampe,KEYD,120,15.5,0,26,11,4,0,18,8,0,2016,Preliminary Finals
40,32,Adam Tomlinson,KEYD,57,11.4,0,11,5,4,0,7,4,0,2016,Preliminary Finals
41,42,Josh Caddy,FWD,53,6.9,1,12,2,3,2,7,5,0,2016,Preliminary Finals
42,42,Luke Dahlhaus,FWD,121,16.3,0,32,9,3,6,17,15,0,2016,Preliminary Finals
43,42,Phil Davis,KEYD,53,13,0,13,3,3,1,9,4,0,2016,Preliminary Finals
44,42,Tory Dickson,FWD,78,15.9,4,10,6,3,0,6,4,0,2016,Preliminary Finals
45,42,Ryan Griffen,MID,54,9,0,18,1,3,2,4,14,2,2016,Preliminary Finals
46,42,Heath Grundy,KEYD,74,14.7,0,17,6,3,0,10,7,0,2016,Preliminary Finals
47,42,Nick Haynes,KEYD,90,17.8,0,17,11,3,1,14,3,0,2016,Preliminary Finals
48,42,Jason Johannisen,DEF,113,11.9,0,26,7,3,2,24,2,0,2016,Preliminary Finals
49,42,Zac Smith,RUC,46,7.7,0,5,0,3,3,4,1,18,2016,Preliminary Finals
50,42,Nick Smith,DEF,69,6.4,0,16,6,3,0,10,6,0,2016,Preliminary Finals
51,42,Nathan Wilson,DEF,85,10.7,0,20,6,3,1,14,6,0,2016,Preliminary Finals
52,53,Jimmy Bartel,MID,88,19.6,1,26,2,2,0,14,12,0,2016,Preliminary Finals
53,53,Tom Boyd,KEYF,60,9,0,14,1,2,5,2,12,21,2016,Preliminary Finals
54,53,Toby Greene,FWD,86,28.3,3,18,3,2,2,12,6,0,2016,Preliminary Finals
55,53,Lachie Hunter,MID,62,11,0,19,4,2,4,8,11,0,2016,Preliminary Finals
