,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Nat Fyfe,MID,17,18,4,11,48.6,11,1,2015,Finals Week 1
1,2,Josh P. Kennedy,MID,16,22,7,6,42.1,12,2,2015,Finals Week 1
2,2,Lachie Neale,MID,16,16,5,3,50,10,1,2015,Finals Week 1
3,4,Anthony Miles,MID,15,10,2,5,60,10,0,2015,Finals Week 1
4,5,Patrick Dangerfield,MID,14,12,2,4,53.8,7,2,2015,Finals Week 1
5,5,Brent Harvey,FWD,14,18,2,3,43.8,10,2,2015,Finals Week 1
6,7,Shannon Hurn,DEF,13,9,9,7,59.1,11,0,2015,Finals Week 1
7,7,Sam Mitchell,MID,13,22,4,6,37.1,9,0,2015,Finals Week 1
8,7,David Mundy,MID,13,14,1,0,48.1,8,0,2015,Finals Week 1
9,7,Aaron Sandilands,RUC,13,4,4,1,76.5,9,0,2015,Finals Week 1
10,7,Andrew Swallow,MID,13,9,2,4,59.1,7,0,2015,Finals Week 1
11,12,Marcus Bontempelli,MID,12,14,2,5,46.2,6,1,2015,Finals Week 1
12,12,Ben Cunnington,MID,12,10,3,3,54.5,8,1,2015,Finals Week 1
13,12,Andrew Gaff,MID,12,11,2,2,52.2,9,0,2015,Finals Week 1
14,12,Dan Hannebery,MID,12,22,5,2,35.3,10,0,2015,Finals Week 1
15,12,Mark Hutchings,MID,12,11,3,3,52.2,7,2,2015,Finals Week 1
16,12,Tom Mitchell,MID,12,19,1,4,38.7,9,3,2015,Finals Week 1
17,12,Nic Naitanui,RUC,12,0,2,3,100,5,0,2015,Finals Week 1
18,19,Jordan Lewis,MID,11,13,3,8,45.8,6,0,2015,Finals Week 1
19,19,Scott Selwood,MID,11,8,3,3,57.9,5,0,2015,Finals Week 1
20,19,Luke Shuey,MID,11,13,3,5,45.8,5,2,2015,Finals Week 1
21,19,Rory Sloane,MID,11,9,1,2,55,9,1,2015,Finals Week 1
22,19,Mitch Wallis,MID,11,15,4,4,42.3,8,0,2015,Finals Week 1
23,24,Luke Dahlhaus,FWD,10,17,2,3,37,10,1,2015,Finals Week 1
24,24,Ricky Henderson,MID,10,18,3,5,35.7,8,1,2015,Finals Week 1
25,24,Bradley Hill,MID,10,7,0,3,58.8,10,0,2015,Finals Week 1
26,24,Lachie Hunter,MID,10,18,10,2,35.7,9,0,2015,Finals Week 1
27,24,Lin Jong,MID,10,13,3,3,43.5,8,2,2015,Finals Week 1
28,24,Jack Macrae,MID,10,11,2,5,47.6,4,1,2015,Finals Week 1
29,24,Dale Morris,KEYD,10,4,9,0,71.4,7,0,2015,Finals Week 1
30,24,Liam Picken,MID,10,12,3,5,45.5,6,0,2015,Finals Week 1
31,24,Ted Richards,KEYD,10,7,10,1,58.8,7,0,2015,Finals Week 1
32,24,Cyril Rioli,FWD,10,13,2,2,43.5,7,0,2015,Finals Week 1
33,24,Jarryd Roughead,KEYF,10,13,1,6,43.5,6,2,2015,Finals Week 1
34,24,Liam Shiels,MID,10,6,2,7,62.5,8,1,2015,Finals Week 1
35,24,Scott Thompson,MID,10,18,2,6,35.7,6,0,2015,Finals Week 1
36,24,Sharrod Wellingham,DEF,10,6,9,0,62.5,6,0,2015,Finals Week 1
37,24,Elliot Yeo,MID,10,10,2,4,50,5,1,2015,Finals Week 1
38,39,Todd Goldstein,RUC,9,5,3,3,64.3,6,1,2015,Finals Week 1
39,39,Lachlan Hansen,KEYD,9,14,11,3,39.1,6,0,2015,Finals Week 1
40,39,Rory Laird,DEF,9,11,11,7,45,6,0,2015,Finals Week 1
41,39,Jake Lloyd,MID,9,11,5,4,45,6,1,2015,Finals Week 1
42,39,Tom Lynch,FWD,9,5,0,2,64.3,6,3,2015,Finals Week 1
43,39,Jamie Macmillan,DEF,9,11,8,5,45,7,0,2015,Finals Week 1
44,39,Kurt Tippett,KEYF,9,7,1,5,56.3,0,0,2015,Finals Week 1
45,39,Jack Ziebell,MID,9,13,2,7,40.9,6,3,2015,Finals Week 1
46,39,Matt de Boer,FWD,9,13,0,5,40.9,9,1,2015,Finals Week 1
47,48,Luke Breust,FWD,8,7,1,4,53.3,7,2,2015,Finals Week 1
48,48,Stephen Hill,MID,8,18,5,7,30.8,6,1,2015,Finals Week 1
49,48,Bachar Houli,DEF,8,9,7,7,47.1,3,0,2015,Finals Week 1
50,48,Brian Lake,KEYD,8,5,8,3,61.5,6,0,2015,Finals Week 1
51,48,Kane Lambert,FWD,8,2,3,4,80,5,1,2015,Finals Week 1
52,48,Will Langford,MID,8,8,1,6,50,5,1,2015,Finals Week 1
53,48,Ivan Maric,RUC,8,1,1,0,88.9,4,1,2015,Finals Week 1
54,48,Will Minson,RUC,8,3,0,5,72.7,6,1,2015,Finals Week 1
55,48,Matt Rosa,MID,8,17,5,5,32,8,0,2015,Finals Week 1
56,48,Michael Walters,FWD,8,13,2,5,38.1,6,1,2015,Finals Week 1
57,58,Ben Brown,KEYF,7,1,0,0,87.5,6,4,2015,Finals Week 1
58,58,Stewart Crameri,FWD,7,13,0,4,35,5,1,2015,Finals Week 1
59,58,Sam Gibson,MID,7,13,5,1,35,4,1,2015,Finals Week 1
60,58,Dylan Grimes,DEF,7,6,8,3,53.8,4,1,2015,Finals Week 1
61,58,Heath Grundy,KEYD,7,6,8,1,53.8,5,0,2015,Finals Week 1
62,58,Joel Hamling,KEYD,7,5,6,0,58.3,4,0,2015,Finals Week 1
63,58,Luke Hodge,MID,7,22,5,5,24.1,3,0,2015,Finals Week 1
64,58,Sam Jacobs,RUC,7,8,2,1,46.7,3,0,2015,Finals Week 1
65,58,Jarrad McVeigh,MID,7,14,3,5,33.3,5,1,2015,Finals Week 1
66,58,Matthew Pavlich,KEYF,7,9,0,5,43.8,5,2,2015,Finals Week 1
67,58,Rhyce Shaw,DEF,7,21,6,7,25,6,0,2015,Finals Week 1
68,58,Robbie Tarrant,KEYD,7,4,5,1,63.6,6,0,2015,Finals Week 1
69,58,Dean Towers,FWD,7,9,1,4,43.8,6,3,2015,Finals Week 1
70,71,Michael Barlow,FWD,6,12,3,2,33.3,5,0,2015,Finals Week 1
71,71,Eddie Betts,FWD,6,6,1,2,50,6,5,2015,Finals Week 1
72,71,Sam Butler,DEF,6,8,6,2,42.9,5,1,2015,Finals Week 1
73,71,Trent Cotchin,MID,6,3,2,2,66.7,5,1,2015,Finals Week 1
74,71,Nick Dal Santo,MID,6,9,0,4,40,4,1,2015,Finals Week 1
75,71,Michael Firrito,KEYD,6,3,7,1,66.7,3,0,2015,Finals Week 1
76,71,Shaun Higgins,FWD,6,9,0,6,40,1,0,2015,Finals Week 1
77,71,Lewis Jetta,MID,6,10,3,3,37.5,5,1,2015,Finals Week 1
78,71,Josh J. Kennedy,KEYF,6,10,0,3,37.5,3,1,2015,Finals Week 1
